num__Survived,num__Pclass,num__Age,num__Siblings/Spouses Aboard,num__Parents/Children Aboard,num__Fare,cat__Sex_female,cat__Sex_male
0.0,0.0,0.11267605633802817,0.0,0.0,-0.2758944534194938,0.0,1.0
0.0,0.0,-0.4507042253521127,1.0,0.0,0.04505331179321486,0.0,1.0
1.0,0.0,-0.056338028169014086,0.0,0.0,-0.2888185245018848,1.0,0.0
0.0,0.0,-0.676056338028169,2.0,0.0,0.3112547119009155,0.0,1.0
0.0,0.0,-0.5633802816901409,1.0,0.0,0.1441378567582122,1.0,0.0
0.0,0.0,-1.1830985915492958,4.0,1.0,1.0870565428109855,0.0,1.0
0.0,0.0,-0.39436619718309857,0.0,0.0,-0.2866645126548196,0.0,1.0
1.0,-2.0,1.1830985915492958,1.0,0.0,2.682821755519656,1.0,0.0
1.0,-1.0,0.056338028169014086,1.0,0.0,0.49739579967689823,1.0,0.0
0.0,-2.0,2.084507042253521,0.0,1.0,2.0473882606354334,0.0,1.0
1.0,-2.0,1.0140845070422535,0.0,0.0,0.9066580506192784,0.0,1.0
1.0,-1.0,-0.39436619718309857,0.0,0.0,-0.17034787291330103,1.0,0.0
0.0,0.0,0.028169014084507043,0.0,0.0,-0.31125471190091547,0.0,1.0
1.0,-1.0,-1.295774647887324,1.0,2.0,0.5727862143241789,1.0,0.0
0.0,0.0,-0.9577464788732394,5.0,2.0,1.3977727517501346,0.0,1.0
0.0,0.0,-0.3380281690140845,0.0,0.0,-0.31125471190091547,0.0,1.0
1.0,-2.0,0.5633802816901409,0.0,0.0,2.82372859450727,1.0,0.0
0.0,-2.0,0.9577464788732394,1.0,0.0,2.973432417878298,0.0,1.0
0.0,0.0,-1.352112676056338,3.0,2.0,0.5792482498653743,0.0,1.0
0.0,-2.0,2.028169014084507,0.0,0.0,0.5715282714054928,0.0,1.0
1.0,0.0,-1.1830985915492958,1.0,1.0,0.034102315562735554,0.0,1.0
1.0,-1.0,0.056338028169014086,0.0,0.0,-0.17034787291330103,1.0,0.0
0.0,0.0,-0.5070422535211268,0.0,0.0,-0.27122886375875066,0.0,1.0
1.0,0.0,-0.6197183098591549,4.0,2.0,-0.2812794830371567,1.0,0.0
0.0,0.0,-0.11267605633802817,2.0,0.0,-0.24950780829294564,0.0,1.0
0.0,-1.0,0.22535211267605634,0.0,0.0,-0.17034787291330103,0.0,1.0
0.0,0.0,-0.676056338028169,5.0,2.0,1.3977727517501346,1.0,0.0
0.0,-1.0,-0.39436619718309857,0.0,0.0,2.543707054388799,0.0,1.0
0.0,0.0,-0.11267605633802817,1.0,0.0,0.0,0.0,1.0
1.0,0.0,0.22535211267605634,0.0,0.0,1.811162089391492,0.0,1.0
0.0,0.0,-0.16901408450704225,0.0,0.0,-0.2931265481960151,0.0,1.0
0.0,0.0,-0.28169014084507044,0.0,0.0,-0.28253742595584275,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.2758944534194938,0.0,1.0
1.0,-1.0,-1.5307042253521128,0.0,2.0,0.6266365105008078,0.0,1.0
1.0,0.0,0.11267605633802817,0.0,0.0,-0.08526440495422728,1.0,0.0
0.0,0.0,-0.3380281690140845,0.0,0.0,-0.23496822832525582,0.0,1.0
1.0,0.0,0.056338028169014086,0.0,0.0,-0.21342810985460423,0.0,1.0
1.0,0.0,0.16901408450704225,0.0,0.0,-0.28720301561658595,1.0,0.0
0.0,-2.0,0.0,0.0,0.0,1.4063887991383954,0.0,1.0
1.0,-1.0,-0.6197183098591549,0.0,0.0,-0.17034787291330103,1.0,0.0
1.0,0.0,0.28169014084507044,3.0,0.0,0.060131394722670956,1.0,0.0
0.0,0.0,-0.676056338028169,1.0,3.0,0.8581927840603124,0.0,1.0
0.0,0.0,-0.4507042253521127,0.0,0.0,-0.2758944534194938,0.0,1.0
1.0,-2.0,-0.28169014084507044,3.0,2.0,10.707411954765751,1.0,0.0
0.0,0.0,-0.22535211267605634,0.0,0.0,-0.2758944534194938,0.0,1.0
0.0,0.0,0.056338028169014086,0.0,0.0,-0.2758944534194938,0.0,1.0
0.0,0.0,-0.4507042253521127,0.0,0.0,-0.284329563812601,0.0,1.0
0.0,-2.0,1.0140845070422535,1.0,0.0,2.0127431340872373,0.0,1.0
0.0,0.0,-0.11267605633802817,1.0,2.0,0.2636855142703285,0.0,1.0
0.0,0.0,1.7464788732394365,0.0,0.0,-0.31035864297253635,0.0,1.0
0.0,0.0,-0.3380281690140845,0.0,0.0,-0.2758944534194938,0.0,1.0
0.0,-2.0,2.4225352112676055,0.0,0.0,0.8702207862143243,0.0,1.0
1.0,-2.0,-0.28169014084507044,0.0,1.0,2.1068002154011847,0.0,1.0
1.0,-1.0,0.3380281690140845,0.0,1.0,0.3681550888529887,1.0,0.0
0.0,-1.0,0.3380281690140845,1.0,0.0,0.49739579967689823,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.28253742595584275,1.0,0.0
0.0,0.0,0.056338028169014086,0.0,0.0,-0.28253742595584275,0.0,1.0
0.0,-2.0,-0.39436619718309857,0.0,1.0,2.7068734518039848,0.0,1.0
0.0,0.0,0.28169014084507044,0.0,0.0,-0.2498653742595585,0.0,1.0
0.0,0.0,0.5070422535211268,2.0,0.0,-0.2812794830371567,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.28253742595584275,0.0,1.0
1.0,0.0,-0.39436619718309857,0.0,0.0,-0.2931265481960151,1.0,0.0
1.0,0.0,0.056338028169014086,0.0,0.0,-0.2877415185783522,0.0,1.0
0.0,0.0,0.5633802816901409,0.0,0.0,-0.28253742595584275,0.0,1.0
1.0,0.0,0.0,1.0,0.0,0.4176973613354873,1.0,0.0
0.0,-2.0,1.0704225352112675,0.0,0.0,1.6174819601507808,0.0,1.0
0.0,0.0,-0.7605633802816901,1.0,0.0,0.0,1.0,0.0
0.0,0.0,-0.3380281690140845,0.0,0.0,-0.2758944534194938,0.0,1.0
0.0,0.0,-0.4507042253521127,1.0,0.0,-0.1994270328486807,1.0,0.0
0.0,0.0,-0.6197183098591549,0.0,0.0,0.00017662897145931402,1.0,0.0
0.0,0.0,-0.39436619718309857,0.0,0.0,-0.2812794830371567,0.0,1.0
0.0,0.0,2.3943661971830985,0.0,0.0,-0.2888185245018848,0.0,1.0
0.0,-1.0,0.056338028169014086,1.0,0.0,0.28199461497038236,0.0,1.0
0.0,-2.0,-0.22535211267605634,0.0,1.0,10.040564351103932,0.0,1.0
0.0,0.0,-1.4647887323943662,4.0,2.0,0.7246440495422725,1.0,0.0
0.0,-1.0,-0.39436619718309857,2.0,0.0,2.543707054388799,0.0,1.0
0.0,0.0,-0.5070422535211268,0.0,0.0,-0.2758944534194938,0.0,1.0
0.0,-1.0,0.2535211267605634,1.0,0.0,0.6727668282175552,0.0,1.0
1.0,-1.0,0.2535211267605634,0.0,0.0,-0.0626472805600431,1.0,0.0
0.0,-2.0,1.4647887323943662,0.0,1.0,2.7068734518039848,0.0,1.0
1.0,0.0,-0.9014084507042254,1.0,0.0,-0.13839526117393647,0.0,1.0
0.0,0.0,-0.5070422535211268,0.0,0.0,-0.2888185245018848,0.0,1.0
1.0,0.0,-0.22535211267605634,0.0,0.0,-0.3150242326332795,0.0,1.0
1.0,0.0,-1.4647887323943662,1.0,1.0,0.34051050080775447,1.0,0.0
0.0,0.0,0.9577464788732394,0.0,0.0,-0.32220570813139476,0.0,1.0
0.0,0.0,0.28169014084507044,0.0,0.0,-0.28253742595584275,0.0,1.0
0.0,0.0,-0.4507042253521127,0.0,0.0,-0.318974690360797,0.0,1.0
0.0,0.0,1.0704225352112675,1.0,0.0,0.001973074851911679,1.0,0.0
1.0,-1.0,0.056338028169014086,1.0,0.0,0.49739579967689823,1.0,0.0
0.0,-1.0,-0.16901408450704225,0.0,0.0,-0.0626472805600431,0.0,1.0
0.0,-1.0,-0.28169014084507044,0.0,0.0,0.025486268174474948,0.0,1.0
1.0,-2.0,-0.5070422535211268,0.0,2.0,0.5096004308023695,1.0,0.0
0.0,-2.0,0.5070422535211268,1.0,0.0,1.6648702207862145,0.0,1.0
0.0,0.0,-0.676056338028169,0.0,0.0,-0.22563274098007544,0.0,1.0
0.0,-2.0,-0.22535211267605634,0.0,0.0,2.7892644049542277,0.0,1.0
0.0,0.0,0.676056338028169,0.0,2.0,0.034102315562735554,1.0,0.0
1.0,0.0,-0.3380281690140845,0.0,0.0,-0.2888185245018848,1.0,0.0
1.0,0.0,-0.22535211267605634,1.0,0.0,0.060131394722670956,1.0,0.0
0.0,0.0,-0.5070422535211268,0.0,0.0,-0.331898761443188,0.0,1.0
0.0,-1.0,-0.5633802816901409,0.0,0.0,-0.12726763597199786,0.0,1.0
0.0,-1.0,-0.5070422535211268,1.0,1.0,0.9605083467959075,0.0,1.0
1.0,0.0,-0.056338028169014086,0.0,0.0,-0.2868454496499731,0.0,1.0
0.0,0.0,-1.0704225352112675,2.0,2.0,0.8581927840603124,1.0,0.0
0.0,-1.0,0.4788732394366197,0.0,2.0,0.49739579967689823,0.0,1.0
0.0,-1.0,0.7887323943661971,0.0,0.0,-0.0626472805600431,0.0,1.0
0.0,-1.0,1.295774647887324,0.0,0.0,-0.08311039310716209,0.0,1.0
1.0,-2.0,-0.3380281690140845,1.0,0.0,2.246453419493807,1.0,0.0
0.0,0.0,1.5492957746478873,0.0,0.0,-0.2758944534194938,0.0,1.0
0.0,0.0,0.704225352112676,0.0,2.0,0.001973074851911679,0.0,1.0
0.0,0.0,-0.056338028169014086,0.0,0.0,-0.3076661281637049,0.0,1.0
0.0,-2.0,1.295774647887324,0.0,1.0,2.0215401184706514,0.0,1.0
1.0,0.0,-0.676056338028169,0.0,0.0,-0.28953796445880453,1.0,0.0
0.0,0.0,0.11267605633802817,0.0,0.0,-0.2758944534194938,0.0,1.0
0.0,0.0,0.5070422535211268,0.0,0.0,-0.24950780829294564,0.0,1.0
0.0,0.0,-1.295774647887324,8.0,2.0,2.3735401184706517,0.0,1.0
0.0,0.0,0.9014084507042254,0.0,1.0,0.07090145395799682,0.0,1.0
1.0,-1.0,0.676056338028169,0.0,0.0,0.05582337102854065,1.0,0.0
0.0,0.0,-0.11267605633802817,0.0,0.0,-0.2877415185783522,0.0,1.0
0.0,0.0,-0.6197183098591549,0.0,0.0,-0.24950780829294564,0.0,1.0
0.0,0.0,-1.5211267605633803,4.0,1.0,1.0870565428109855,0.0,1.0
1.0,0.0,-1.0704225352112675,0.0,2.0,0.2615315024232633,0.0,1.0
1.0,-2.0,1.1267605633802817,0.0,1.0,1.7467226709746904,1.0,0.0
0.0,0.0,0.9577464788732394,1.0,4.0,0.5792482498653743,1.0,0.0
0.0,-2.0,1.8028169014084507,0.0,0.0,0.49416478190630053,0.0,1.0
0.0,0.0,0.0,0.0,0.0,1.811162089391492,0.0,1.0
0.0,-2.0,1.8591549295774648,0.0,0.0,0.8204975767366721,0.0,1.0
0.0,0.0,-1.352112676056338,4.0,1.0,0.6320215401184707,0.0,1.0
1.0,0.0,-1.5211267605633803,1.0,1.0,-0.14306515885837373,1.0,0.0
0.0,0.0,-0.39436619718309857,0.0,0.0,-0.2812794830371567,0.0,1.0
0.0,-2.0,1.5774647887323943,0.0,0.0,0.6996919763058697,0.0,1.0
0.0,0.0,-0.5633802816901409,1.0,1.0,-0.284329563812601,0.0,1.0
0.0,0.0,-1.295774647887324,3.0,1.0,0.47442110931610126,0.0,1.0
0.0,-2.0,1.2394366197183098,0.0,0.0,0.6142509423801831,1.0,0.0
0.0,-1.0,0.11267605633802817,0.0,0.0,-0.0626472805600431,0.0,1.0
0.0,0.0,0.4507042253521127,0.0,0.0,-0.6226903607969845,0.0,1.0
0.0,0.0,-1.1267605633802817,8.0,2.0,2.3735401184706517,1.0,0.0
0.0,-1.0,0.6197183098591549,0.0,0.0,0.02566720516962846,0.0,1.0
0.0,0.0,-1.0704225352112675,4.0,2.0,0.7294905761981691,0.0,1.0
1.0,-1.0,-1.5211267605633803,2.0,1.0,1.0574388799138397,0.0,1.0
1.0,0.0,-1.352112676056338,0.0,2.0,0.32615185783521805,1.0,0.0
0.0,-2.0,0.6197183098591549,0.0,0.0,1.5313214862681745,0.0,1.0
1.0,0.0,-0.11267605633802817,1.0,0.0,0.04505331179321486,1.0,0.0
1.0,-2.0,0.9577464788732394,0.0,0.0,0.521089929994615,0.0,1.0
0.0,0.0,0.676056338028169,1.0,1.0,0.04505331179321486,0.0,1.0
0.0,0.0,0.4507042253521127,0.0,0.0,-0.28253742595584275,0.0,1.0
1.0,-1.0,0.22535211267605634,0.0,0.0,-0.0626472805600431,1.0,0.0
0.0,-1.0,-0.5070422535211268,0.0,0.0,-0.0626472805600431,0.0,1.0
1.0,0.0,-0.5070422535211268,1.0,0.0,-0.284329563812601,1.0,0.0
1.0,-1.0,-1.408450704225352,1.0,1.0,0.49739579967689823,0.0,1.0
1.0,-2.0,0.9014084507042254,0.0,0.0,0.5715282714054928,1.0,0.0
1.0,-2.0,1.6901408450704225,0.0,0.0,5.689460420032311,1.0,0.0
0.0,0.0,0.0,0.0,0.0,-0.2888185245018848,0.0,1.0
0.0,0.0,0.7887323943661971,0.0,1.0,-0.26063543349488427,0.0,1.0
1.0,0.0,-0.39436619718309857,0.0,0.0,-0.2888185245018848,1.0,0.0
0.0,-1.0,-0.22535211267605634,0.0,0.0,-0.0626472805600431,1.0,0.0
0.0,0.0,0.0,0.0,0.0,-0.21342810985460423,0.0,1.0
0.0,0.0,-0.6197183098591549,8.0,2.0,2.3735401184706517,0.0,1.0
0.0,0.0,0.3380281690140845,0.0,0.0,-0.3428497576736672,0.0,1.0
0.0,0.0,0.9859154929577465,0.0,0.0,-0.31143564889606895,0.0,1.0
1.0,0.0,-0.5633802816901409,0.0,0.0,-0.2758944534194938,0.0,1.0
0.0,0.0,-1.4647887323943662,0.0,1.0,-0.1719633817985999,1.0,0.0
0.0,0.0,0.22535211267605634,1.0,0.0,0.060131394722670956,0.0,1.0
1.0,0.0,-0.11267605633802817,0.0,0.0,0.18667959073774912,0.0,1.0
1.0,0.0,-0.676056338028169,0.0,0.0,-0.2888185245018848,1.0,0.0
1.0,-2.0,0.676056338028169,0.0,0.0,0.7127969843834141,0.0,1.0
0.0,0.0,-0.22535211267605634,0.0,0.0,-0.318974690360797,0.0,1.0
1.0,-1.0,0.39436619718309857,0.0,0.0,0.28199461497038236,1.0,0.0
0.0,0.0,-0.3380281690140845,0.0,0.0,-0.31035864297253635,0.0,1.0
0.0,-1.0,0.11267605633802817,0.0,0.0,-0.0626472805600431,0.0,1.0
0.0,0.0,-0.3380281690140845,1.0,0.0,-0.2888185245018848,0.0,1.0
1.0,-2.0,0.16901408450704225,1.0,0.0,4.257223478729133,1.0,0.0
1.0,0.0,-0.056338028169014086,0.0,0.0,-0.2812794830371567,1.0,0.0
0.0,-1.0,0.7887323943661971,1.0,0.0,0.5404760366182014,0.0,1.0
1.0,-2.0,0.22535211267605634,0.0,0.0,2.6639741518578357,1.0,0.0
0.0,-1.0,0.11267605633802817,0.0,0.0,-0.17034787291330103,0.0,1.0
1.0,0.0,-0.676056338028169,0.0,0.0,-0.2758944534194938,0.0,1.0
0.0,-1.0,-0.056338028169014086,0.0,0.0,-0.0626472805600431,0.0,1.0
0.0,0.0,1.295774647887324,0.0,0.0,-0.2758944534194938,0.0,1.0
0.0,0.0,-0.3380281690140845,0.0,0.0,-0.28253742595584275,0.0,1.0
1.0,-2.0,0.5633802816901409,1.0,0.0,3.2545309639203017,0.0,1.0
0.0,0.0,-0.3380281690140845,0.0,0.0,-0.2198901453957997,0.0,1.0
1.0,-1.0,-0.5070422535211268,0.0,0.0,-0.17034787291330103,0.0,1.0
0.0,0.0,-0.4225352112676056,0.0,0.0,-0.31035864297253635,0.0,1.0
0.0,-1.0,-0.5633802816901409,0.0,0.0,-0.0626472805600431,0.0,1.0
0.0,0.0,-0.9014084507042254,3.0,1.0,0.47442110931610126,1.0,0.0
1.0,-2.0,0.39436619718309857,1.0,0.0,2.973432417878298,1.0,0.0
0.0,0.0,0.056338028169014086,0.0,0.0,-0.2877415185783522,0.0,1.0
0.0,-1.0,1.7464788732394365,0.0,0.0,-0.041107162089391504,0.0,1.0
1.0,0.0,-1.295774647887324,4.0,2.0,0.7294905761981691,1.0,0.0
0.0,-1.0,-0.22535211267605634,0.0,0.0,-0.17034787291330103,0.0,1.0
0.0,0.0,-0.39436619718309857,0.0,0.0,-0.29743457189014544,1.0,0.0
0.0,-1.0,0.9014084507042254,1.0,0.0,0.49739579967689823,0.0,1.0
1.0,-1.0,-1.1267605633802817,0.0,2.0,0.508165858912224,1.0,0.0
0.0,-1.0,-0.5070422535211268,0.0,0.0,-0.17034787291330103,0.0,1.0
0.0,-1.0,0.28169014084507044,0.0,0.0,-0.09388045234248787,0.0,1.0
0.0,0.0,-0.5070422535211268,1.0,0.0,0.0,1.0,0.0
1.0,0.0,-0.5633802816901409,1.0,0.0,0.04505331179321486,1.0,0.0
0.0,-1.0,0.056338028169014086,0.0,0.0,-0.17034787291330103,0.0,1.0
0.0,0.0,-0.3380281690140845,0.0,0.0,-0.31574367259019925,0.0,1.0
0.0,0.0,0.11267605633802817,0.0,0.0,-0.31143564889606895,0.0,1.0
0.0,-2.0,0.9014084507042254,2.0,0.0,3.2545309639203017,0.0,1.0
0.0,0.0,-0.16901408450704225,0.0,0.0,-0.2877415185783522,1.0,0.0
1.0,-1.0,-0.22535211267605634,0.0,2.0,0.001973074851911679,1.0,0.0
1.0,-2.0,0.5070422535211268,1.0,1.0,1.6413570274636513,0.0,1.0
0.0,-1.0,1.4647887323943662,1.0,0.0,0.49739579967689823,0.0,1.0
0.0,0.0,-0.5633802816901409,0.0,0.0,-0.31035864297253635,0.0,1.0
0.0,0.0,0.056338028169014086,1.0,1.0,-0.1719633817985999,1.0,0.0
0.0,-2.0,1.9154929577464788,0.0,0.0,0.521089929994615,0.0,1.0
0.0,0.0,0.11267605633802817,1.0,0.0,0.07090145395799682,0.0,1.0
0.0,0.0,0.7323943661971831,0.0,2.0,0.24806892837910602,1.0,0.0
1.0,0.0,0.056338028169014086,0.0,2.0,0.034102315562735554,1.0,0.0
1.0,-2.0,0.5633802816901409,0.0,0.0,2.7892644049542277,1.0,0.0
1.0,-2.0,0.11267605633802817,0.0,0.0,3.1037501346257406,1.0,0.0
1.0,-2.0,0.39436619718309857,0.0,0.0,21.44857296715132,1.0,0.0
1.0,-1.0,1.2394366197183098,0.0,1.0,0.49739579967689823,1.0,0.0
1.0,0.0,-1.408450704225352,4.0,2.0,0.7294905761981691,0.0,1.0
0.0,-2.0,1.352112676056338,1.0,1.0,2.808650511577814,0.0,1.0
0.0,-2.0,0.676056338028169,0.0,0.0,-0.6226903607969845,0.0,1.0
0.0,0.0,-0.39436619718309857,0.0,0.0,-0.2888185245018848,1.0,0.0
0.0,-1.0,0.4507042253521127,0.0,0.0,-0.17034787291330103,0.0,1.0
0.0,0.0,-0.676056338028169,4.0,1.0,1.0870565428109855,0.0,1.0
1.0,0.0,-0.16901408450704225,1.0,0.0,-0.2877415185783522,0.0,1.0
1.0,-2.0,1.6901408450704225,0.0,1.0,5.988510500807756,1.0,0.0
1.0,-2.0,0.39436619718309857,0.0,0.0,5.220424340333872,1.0,0.0
0.0,-2.0,0.0,0.0,0.0,0.7127969843834141,0.0,1.0
1.0,0.0,-0.16901408450704225,0.0,0.0,-0.6226903607969845,0.0,1.0
1.0,-1.0,0.7323943661971831,0.0,1.0,0.21737425955842757,1.0,0.0
0.0,-2.0,0.5070422535211268,0.0,1.0,0.6567926763597199,0.0,1.0
1.0,0.0,0.28169014084507044,0.0,0.0,-0.2888185245018848,1.0,0.0
1.0,-2.0,1.971830985915493,1.0,0.0,2.735771674744211,1.0,0.0
0.0,0.0,0.9577464788732394,0.0,0.0,-0.2888185245018848,1.0,0.0
0.0,-1.0,-0.39436619718309857,0.0,0.0,-0.6226903607969845,0.0,1.0
0.0,0.0,-1.1830985915492958,4.0,1.0,0.6320215401184707,0.0,1.0
1.0,0.0,0.39436619718309857,1.0,1.0,0.24968443726440495,1.0,0.0
0.0,0.0,2.084507042253521,0.0,0.0,-0.2888185245018848,0.0,1.0
0.0,0.0,0.0,0.0,0.0,-0.284329563812601,0.0,1.0
0.0,0.0,-0.676056338028169,0.0,0.0,-0.21342810985460423,0.0,1.0
1.0,0.0,-0.5070422535211268,0.0,0.0,-0.2758944534194938,0.0,1.0
0.0,-2.0,1.6338028169014085,0.0,0.0,0.49739579967689823,0.0,1.0
0.0,0.0,0.28169014084507044,0.0,0.0,-0.24950780829294564,0.0,1.0
1.0,0.0,0.11267605633802817,0.0,0.0,-0.21342810985460423,0.0,1.0
0.0,0.0,-0.3380281690140845,0.0,0.0,-0.28253742595584275,0.0,1.0
1.0,-1.0,0.7887323943661971,0.0,0.0,-0.0626472805600431,0.0,1.0
1.0,0.0,-0.3380281690140845,0.0,0.0,-0.2888185245018848,1.0,0.0
1.0,-2.0,-0.11267605633802817,0.0,0.0,2.774186322024771,1.0,0.0
1.0,-2.0,-0.5070422535211268,1.0,0.0,3.301023155627356,1.0,0.0
0.0,-1.0,0.4507042253521127,0.0,0.0,-0.06803231017770599,0.0,1.0
0.0,0.0,-0.22535211267605634,0.0,0.0,-0.2414302638664513,1.0,0.0
0.0,0.0,-0.22535211267605634,0.0,0.0,-0.28253742595584275,0.0,1.0
0.0,-2.0,0.11267605633802817,0.0,0.0,0.5715282714054928,0.0,1.0
0.0,0.0,-0.2535211267605634,0.0,0.0,-0.31125471190091547,0.0,1.0
0.0,-2.0,-1.4647887323943662,1.0,2.0,5.906119547657513,1.0,0.0
1.0,-2.0,1.0704225352112675,0.0,0.0,0.6912568659127626,0.0,1.0
1.0,-2.0,1.2394366197183098,0.0,1.0,10.040564351103932,1.0,0.0
1.0,0.0,-0.4507042253521127,0.0,0.0,-0.2888185245018848,1.0,0.0
1.0,0.0,-0.22535211267605634,2.0,0.0,0.3789251480883145,0.0,1.0
0.0,0.0,-0.5070422535211268,0.0,0.0,-0.6226903607969845,0.0,1.0
1.0,-1.0,1.0140845070422535,0.0,0.0,-0.09064943457189018,1.0,0.0
0.0,0.0,0.0,0.0,0.0,-0.2758944534194938,0.0,1.0
1.0,-2.0,-1.5256338028169014,1.0,2.0,5.906119547657513,0.0,1.0
1.0,-2.0,0.7887323943661971,0.0,0.0,4.154188476036619,1.0,0.0
1.0,-2.0,-0.6197183098591549,1.0,0.0,4.068747442110932,1.0,0.0
0.0,-1.0,0.11267605633802817,1.0,0.0,0.4112353257942919,0.0,1.0
1.0,-2.0,0.11267605633802817,0.0,0.0,1.8298330640818525,1.0,0.0
1.0,-2.0,-0.22535211267605634,0.0,0.0,2.9597889068389875,1.0,0.0
1.0,-2.0,-0.5633802816901409,2.0,2.0,10.680486806677436,1.0,0.0
0.0,-1.0,-0.11267605633802817,1.0,1.0,0.49739579967689823,1.0,0.0
0.0,0.0,0.0,0.0,0.0,-0.28253742595584275,0.0,1.0
0.0,-1.0,0.8450704225352113,1.0,1.0,0.508165858912224,0.0,1.0
1.0,0.0,-0.11267605633802817,0.0,0.0,-0.284329563812601,1.0,0.0
1.0,-1.0,-0.22535211267605634,1.0,0.0,0.49739579967689823,1.0,0.0
0.0,-1.0,1.4647887323943662,0.0,0.0,-0.019567043618739913,0.0,1.0
1.0,-2.0,0.16901408450704225,0.0,2.0,6.479806138933766,1.0,0.0
1.0,-2.0,0.676056338028169,1.0,1.0,5.171601507808293,1.0,0.0
0.0,0.0,-0.3380281690140845,0.0,0.0,-0.31035864297253635,0.0,1.0
0.0,0.0,-0.056338028169014086,0.0,0.0,-0.28253742595584275,0.0,1.0
1.0,-1.0,0.11267605633802817,0.0,0.0,-0.09064943457189018,1.0,0.0
1.0,-1.0,-0.3380281690140845,1.0,1.0,0.6266365105008078,1.0,0.0
