PC_1,PC_2,target
-0.419048694540641,-1.4455474237077934,1
-0.5982282236899231,0.17163588972208343,1
-0.3211050217235563,-0.7548526147616338,1
-0.9989379746050163,-1.9793261478226316,1
-0.2357054029638833,0.02834179264872665,1
-1.142831604056138,-1.2197401766181775,1
-0.46932686596742934,-0.01572230055379363,1
-0.1302735451564252,-0.3293603716388177,1
-0.37491494135905123,0.5138211969668237,1
-0.17200452337298464,-0.07749113205032877,1
-0.4371923158971381,-0.558594773866003,1
-1.4167175896229334,-1.0039380140145984,1
-0.6321482835402931,-0.9357647107107242,1
-0.137405853883596,0.4244743777119156,1
-0.48154818664902427,-0.23409556887718586,1
-1.1116211507987337,-0.48813840412205267,1
-0.5426241737045964,-0.20089260957845959,1
-0.49185636732169874,0.06402564516503444,1
-0.4709786170546017,0.32331022748165283,1
-0.8502878398591024,0.14268679305567258,1
-0.6668500609408897,0.46648677512816406,1
-0.43814093502765855,-0.05455893227939454,1
-0.45657046762353776,-0.7935716970603884,1
-0.7154310385743186,-1.1336866724807635,1
-0.6742596603376894,-1.159771651460991,1
-0.46841138972429597,-0.5360687850450249,1
-0.8033733623466633,-0.28706366314271947,1
-0.10397542898933564,-0.16286839975277034,1
0.18385972183411298,0.7032267325857108,1
-0.4416481609187308,0.5547281605167895,1
-1.25109207811565,-0.8581860102050141,1
-0.0640999255766758,-0.14448307458052206,1
-0.6676955721602017,-0.9336943788863591,1
-0.5603505743438231,-0.7749020608082909,1
-0.3264677224185287,0.12468904279528673,1
-0.6112705332731964,-0.6764801283941052,1
-0.5831414646198411,-1.5506811254905222,1
-0.4671155149003262,-0.5805390891975009,1
-0.08250493585492169,-0.11305743513978994,1
-0.24097361631740105,-0.24220578407838125,1
-0.42382727293804934,-0.021351622537407515,1
-0.34704726162744337,-1.2159068105306514,1
-0.35827091854325116,-0.39743911199720017,1
-0.49549007072755014,0.9627010630366859,2
-0.8205156406883263,-0.3164189707590868,2
-1.031498365962331,0.7786361878783031,2
-0.7659460766052213,0.21104984449390413,2
-0.8430206197249621,0.533767379181467,2
-1.2910375465521304,1.0439563031284924,2
-0.6410747226172963,-1.0780752737879058,2
-1.195557993154144,0.6898131290001978,2
-1.4478789982450706,-0.1946629780672711,2
-0.4241672474533713,1.7977767668843923,2
-0.4366168141693273,0.7401871310645652,2
-1.0501647651623245,-0.045465183082022576,2
-0.8783310417407563,0.6209263171851637,2
-1.0622670761848314,-0.6434892814677177,2
-0.832389705676472,-0.07522670164834674,2
-0.5133354810258652,0.7683424418691575,2
-0.6911160274399704,0.4368384555454265,2
-0.3255976888815831,2.295308601031536,2
-1.9404886624282385,0.5549365446892399,2
-1.4125930985469097,-1.052260320292694,2
-0.7345318996310891,1.011429580264739,2
-0.6252369396693561,-0.25012190070195994,2
-1.5695990026051265,0.7797372713013253,2
-0.9366360777492954,-0.1364717727680788,2
-0.47964366720985707,1.0365266748055293,2
-0.7329660153156181,1.0683585251962182,2
-0.7597623870085708,-0.03874906327021992,2
-0.4783723147035206,0.22161796643132733,2
-1.0152102194097337,0.1619381027972503,2
-0.9107797046171101,0.7205438959678641,2
-1.3624793794853975,0.5885314293430892,2
-0.2985031061304491,2.3211049184886536,2
-1.0436006769848376,0.1806120894926085,2
-0.7469483234596588,-0.029849412650466214,2
-0.9745898205832807,-0.3924903768918186,2
-1.317928405586537,1.0869379489460835,2
-0.2858977076189701,1.0622054428358005,2
-0.5270232573607706,0.5419721573281552,2
-0.43157684685017095,0.17151834029523733,2
-0.7694864453836809,0.8040262943854651,2
-0.8121905650483938,0.7894929713388363,2
-0.7879245985493134,0.8191412909215741,2
-0.8205156406883263,-0.3164189707590868,2
-0.7260791937623147,0.9835629309832562,2
-0.5932054975102733,1.111222621586962,2
-0.8627546477145643,0.5933526798700517,2
-1.2379639017606752,-0.40603146505575066,2
-0.7095541806056029,0.45195345208153526,2
-0.19793086152899114,0.9860208377194831,2
-0.43590506164292186,0.15106268329862416,2
